main_genre,specific_genre,occurrences,theme_weight
hip hop,military rap,7,0.968612568
hip hop,mexican hip hop,7,0.968089575
country,neo-traditional country,7,0.941492228
punk,boston punk,7,0.964000456
pop,etherpop,7,0.930371947
eletronica,electropowerpop,7,0.944794241
rock,quebec indie,7,0.887654298
rock,baltimore indie,7,0.928512293
pop,early synthpop,7,0.969140247
metal,metal mineiro,7,0.949445827
hip hop,emo rap,7,0.903577478
metal,brazilian metal,7,0.949445827
metal,brazilian groove metal,7,0.949445827
blues,medway sound,7,0.993266918
metal,doom metal,7,0.964037874
jazz,library music,7,0.930123331
rock,swedish stoner rock,7,0.949918628
pop,christmas instrumental,7,0.950706054
jazz,jazz flute,7,0.973400683
jazz,doomgaze,7,0.947667099
reggae,traditional ska,7,0.973228186
jazz,blackgaze,7,0.947667099
jazz,microhouse,7,0.867278586
rock,victoria bc indie,7,0.972377241
pop,outsider,7,0.930771664
pop,vapor twitch,7,0.917154913
jazz,chill lounge,7,0.911504522
pop,movie tunes,7,0.961670162
pop,k-pop girl group,7,0.929379246
metal,miami metal,7,0.944733472
reggae,azonto,7,0.971196592
rock,south african alternative,7,0.829619291
pop,disco house,7,0.951100593
pop,c-pop,7,0.985944401
hip hop,cologne hip hop,7,0.953989081
hip hop,german hip hop,7,0.953989081
metal,swedish progressive metal,7,0.951735673
pop,minneapolis sound,7,0.859303616
hip hop,detroit trap,7,0.954885486
pop,drill,7,0.974376134
pop,freestyle,6,0.91232867
metal,norwegian metal,6,0.98224703
folk,protest folk,6,0.812020533
metal,dissonant death metal,6,0.967688079
pop,celtic,6,0.953503263
pop,puerto rican pop,6,0.921759438
jazz,canadian modern jazz,6,0.944785737
jazz,ambient folk,6,0.937231361
jazz,ethio-jazz,6,0.983979684
pop,gospel,6,0.964097719
pop,twee pop,6,0.927691301
jazz,australian ska,6,0.973133538
hip hop,west coast trap,6,0.964235672
jazz,classical organ,6,0.991577231
jazz,free improvisation,6,0.973691103
punk,emo punk,6,0.985217858
jazz,tin pan alley,6,0.919059056
blues,australian blues,6,0.904604763
jazz,historically informed performance,6,0.991577231
blues,sacred steel,6,0.964822117
pop,sleep,6,0.925832417
rock,nyhc,6,0.90950998
rock,okc indie,6,0.948097005
pop,norwegian pop,6,0.954908099
reggae,slayer,6,0.932299667
jazz,bossa nova jazz,6,0.945977343
pop,colombian pop,6,0.944970924
pop,korean r&b,6,0.868657271
jazz,coverchill,6,0.967110889
pop,sound,6,0.862765253
hip hop,kentucky hip hop,6,0.979648954
folk,indie anthem-folk,6,0.920966645
pop,greek pop,6,0.983373822
pop,lds youth,6,0.95420582
hip hop,portland hip hop,6,0.935958077
pop,modern dream pop,6,0.941272362
pop,plugg,6,0.971881743
pop,la pop,6,0.908117858
rock,rock independant francais,6,0.912709741
pop,nyc pop,6,0.918574373
pop,idol,6,0.96334739
hip hop,rap underground mexicano,6,0.963624014
country,family gospel,6,0.945170146
pop,gauze pop,6,0.840529351
country,irish country,6,0.983030828
pop,k-pop boy group,6,0.989982985
jazz,vintage hollywood,5,0.944359624
pop,mandopop,5,0.980602861
pop,one-person band,5,0.937117554
rock,duluth indie,5,0.959962736
rock,instrumental stoner rock,5,0.869843213
eletronica,edmonton indie,5,0.984962855
metal,danish metal,5,0.975878317
blues,nashville americana,5,0.935852509
pop,classic swedish pop,5,0.908397807
pop,classic kollywood,5,0.996678607
pop,bounce,5,0.962532313
pop,contemporary gospel,5,0.923666834
rock,vegas indie,5,0.911477333
hip hop,nz hip hop,5,0.890746191
country,truck-driving country,5,0.919022644
punk,black punk,5,0.86537512
religious,christian hard rock,5,0.970347713
rock,acoustic rock,5,0.821103168
hip hop,israeli hip hop,5,0.980154373
pop,dream smp,5,0.871575209
pop,moombahton,5,0.943348372
jazz,drone,5,0.867973874
hip hop,tamil hip hop,5,0.890961634
rock,instrumental post-rock,5,0.956442921
rock,canadian post-rock,5,0.956442921
pop,dutch pop,5,0.885615218
pop,modern bollywood,5,0.952339861
jazz,thall,5,0.970239578
metal,post-metal,5,0.977665542
metal,black metal,5,0.967817361
pop,ghazal,5,0.908777723
r&b,soulful house,5,0.978790905
metal,florida death metal,5,0.977560249
pop,austin singer-songwriter,5,0.93760356
rock,dayton indie,5,0.906373641
pop,deep disco house,5,0.85897326
hip hop,scream rap,5,0.969141291
reggae,dub reggae,5,0.970717838
country,bush ballad,5,0.938985557
hip hop,st louis rap,5,0.883329512
pop,bubblegrunge,5,0.88736618
rock,el paso indie,5,0.987763871
country,comedy,5,0.995627569
blues,midwest americana,5,0.991477017
pop,swedish synthpop,5,0.958625994
pop,disney,5,0.936992026
rock,welsh indie,4,0.952136844
reggae,ny roots,4,0.910410706
pop,praise,4,0.898797333
pop,trance,4,0.895276499
hip hop,miami bass,4,0.882228599
rock,midwest emo,4,0.991166796
blues,shred,4,0.96023408
punk,australian garage punk,4,0.973637083
pop,swedish singer-songwriter,4,0.914770063
rock,olympia wa indie,4,0.902370992
jazz,latin afrobeat,4,0.871378258
rock,ok indie,4,0.910514729
r&b,synth funk,4,0.849578176
metal,melodic groove metal,4,0.934488201
hip hop,brazilian hip hop,4,0.990652515
eletronica,dutch edm,4,0.861923421
hip hop,classic house,4,0.988248631
jazz,tech house,4,0.968091621
punk,icelandic post-punk,4,0.937644891
hip hop,outer hip hop,4,0.912102433
jazz,cuarteto,4,0.968737908
hip hop,winnipeg hip hop,4,0.928556322
pop,melodic dubstep,4,0.969436322
rock,tempe indie,4,0.940743095
hip hop,boston hip hop,4,0.938955689
jazz,avant-garde,4,0.971339003
pop,future bass,4,0.970395858
pop,canadian post-hardcore,4,0.988180948
metal,symphonic metal,4,0.942199133
rock,ohio indie,4,0.960393872
hip hop,spanish hip hop,4,0.938578576
hip hop,old school uk hip hop,4,0.975114384
blues,gregorian chant,4,0.830878678
rock,northern irish indie,4,0.933115763
rock,cape town indie,4,0.85912087
jazz,uk82,4,0.99609733
rock,swedish alternative rock,4,0.984643588
pop,neo-singer-songwriter,4,0.903082571
rock,deep groove house,4,0.997258603
pop,diva house,4,0.99720923
pop,complextro,4,0.91782636
eletronica,german techno,4,0.91782636
hip hop,arabic hip hop,4,0.993993953
pop,paisley underground,4,0.957189238
rock,canadian garage rock,4,0.925981366
country,australian children's music,4,0.927548653
hip hop,alabama rap,4,0.901380633
metal,post-doom metal,4,0.952364042
metal,prog metal,4,0.994580671
r&b,funky house,4,0.974475473
pop,scandipop,4,0.970386923
rock,eugene indie,4,0.968594759
jazz,oi,4,0.99609733
rock,african rock,4,0.823694311
hip hop,south carolina hip hop,4,0.881696539
pop,rain,4,0.830248844
hip hop,south african hip hop,4,0.823694311
religious,christian punk,4,0.991935977
jazz,italian lounge,4,0.970090395
pop,preschool children's music,4,0.970316015
pop,glee club,4,0.875395955
country,canadian americana,4,0.954533754
rock,hard alternative,4,0.920028717
jazz,rare groove,4,0.982404061
jazz,modern jazz trio,4,0.981865321
rock,reading indie,3,0.821384829
pop,italian disco,3,0.852415255
pop,dominican pop,3,0.976200038
pop,epicore,3,0.891712001
pop,uk contemporary r&b,3,0.962606542
hip hop,comedy rap,3,0.94940741
hip hop,uk hip hop,3,0.946385132
pop,fnf,3,0.970142101
jazz,jazz puertorriqueno,3,0.853286598
hip hop,experimental hip hop,3,0.966880663
pop,tape club,3,0.944620688
hip hop,mississippi hip hop,3,0.965737322
rock,instrumental math rock,3,0.93978235
jazz,experimental r&b,3,0.858705744
eletronica,progressive electro house,3,0.972237821
jazz,abstract beats,3,0.828325314
hip hop,swedish hip hop,3,0.949619866
punk,texas pop punk,3,0.885042517
blues,barrelhouse piano,3,0.949040172
metal,opera metal,3,0.922972139
rock,nz indie,3,0.871827679
rock,classic j-rock,3,0.98994482
hip hop,argentine hip hop,3,0.960873417
hip hop,rap marseille,3,0.988592268
pop,j-poprock,3,0.91440351
pop,orchestra,3,0.919654876
pop,lo-fi emo,3,0.908414079
jazz,world fusion,3,0.964455218
pop,pop violin,3,0.970498627
pop,german orchestra,3,0.919654876
pop,progressive trance,3,0.971365572
country,new england americana,3,0.989692714
hip hop,chopped and screwed,3,0.904515922
pop,ranchera,3,0.994506542
hip hop,bc underground hip hop,3,0.949533489
country,gothic americana,3,0.987158757
religious,christian relaxative,3,0.958120997
pop,hyperpop,3,0.981698051
hip hop,tribal house,3,0.997628501
hip hop,garage house,3,0.997628501
r&b,funky tech house,3,0.997628501
pop,laiko,3,0.982617746
pop,british singer-songwriter,3,0.945612969
metal,norwegian black metal,3,0.970257844
rock,progressive sludge,3,0.940972493
metal,melodic death metal,3,0.913485869
metal,swedish death metal,3,0.913485869
jazz,swedish melodeath,3,0.913485869
pop,dubstep,3,0.962633074
punk,steampunk,3,0.91270654
jazz,instrumental djent,3,0.989551913
jazz,norwegian jazz,3,0.979177355
pop,brostep,3,0.861120545
country,deep talent show,3,0.956116779
pop,antiviral pop,3,0.963129045
pop,south african pop dance,3,0.837519265
religious,christian trap,3,0.88825894
pop,trancecore,3,0.883728444
hip hop,polish hip hop,3,0.940659458
r&b,post-disco soul,3,0.884766618
jazz,jazz orchestra,3,0.990695441
pop,soundtrack,3,0.931617689
punk,surf punk,3,0.995267013
rock,indiana indie,3,0.989245268
rock,brazilian rock,3,0.989141439
punk,dub punk,3,0.974463264
rock,windsor on indie,3,0.980868406
rock,small room,3,0.851834696
pop,horrorcore,3,0.954726151
pop,vintage chinese pop,3,0.996695488
pop,chill r&b,3,0.951289489
hip hop,texas latin rap,3,0.970692803
pop,grungegaze,3,0.887974136
hip hop,meme rap,3,0.909560913
jazz,jazz cubano,3,0.98893066
metal,canadian metalcore,3,0.948593101
rock,gothenburg indie,3,0.97915937
country,jug band,3,0.957122055
rock,liverpool indie,3,0.970435923
pop,swedish americana,3,0.905135937
rock,swedish hard rock,3,0.973476831
religious,christian metal,3,0.99540219
eletronica,electro-industrial,3,0.995270138
rock,ebm,3,0.995270138
religious,deep christian rock,3,0.994425864
pop,anime,3,0.916867689
blues,dutch blues,3,0.872153098
pop,ballroom,3,0.939887613
pop,easycore,3,0.940594876
rock,anime rock,3,0.916867689
country,canadian celtic,3,0.865140599
metal,melodic metal,3,0.909225508
punk,arizona punk,3,0.896327221
rock,black thrash,3,0.975446529
pop,sad lo-fi,3,0.943101189
rock,english indie rock,3,0.940091206
rock,j-rock,3,0.856008758
rock,deep soft rock,3,0.980297673
jazz,italian jazz,3,0.971996278
hip hop,hip hop galsen,3,0.97934227
rock,crack rock steady,3,0.976222589
reggae,violin,3,0.957602692
hip hop,french hip hop,3,0.94365298
pop,popping,3,0.958278311
jazz,organic house,3,0.874049326
jazz,canterbury scene,3,0.951324521
jazz,new age piano,3,0.973069372
metal,british black metal,2,0.964156635
pop,lo-fi house,2,0.800241849
metal,australian metalcore,2,0.957194213
jazz,ambeat,2,0.931717127
rock,miami indie,2,0.73573738
rock,nottingham indie,2,0.877564981
jazz,scratch,2,0.973327761
pop,pop romantico,2,0.995300752
jazz,german jazz rap,2,0.965614466
jazz,jazz brass,2,0.818505497
eletronica,proto-techno,2,0.99368916
pop,blackened deathcore,2,0.957194213
pop,brutal deathcore,2,0.957194213
pop,classic pakistani pop,2,0.947673344
hip hop,sertanejo tradicional,2,0.979149106
pop,shibuya-kei,2,0.99368916
jazz,chinese jazz,2,0.983870449
jazz,jazz harp,2,0.966637463
metal,metal guitar,2,0.977443609
religious,christian power metal,2,0.994939271
eletronica,polish electronica,2,0.944172026
jazz,brazilian modern jazz,2,0.921484228
jazz,piano mpb,2,0.921484228
pop,mainland chinese pop,2,0.983870449
pop,intelligent dance music,2,0.839196884
eletronica,japanese electronic,2,0.828695852
pop,gospel r&b,2,0.939142351
jazz,indonesian jazz,2,0.96091789
jazz,background jazz,2,0.981206596
eletronica,techno kayo,2,0.99368916
metal,german power metal,2,0.864612255
metal,j-metal,2,0.902707588
hip hop,deep german hip hop,2,0.922501518
pop,symphonic deathcore,2,0.957194213
pop,melodic deathcore,2,0.957194213
pop,synthesizer,2,0.99368916
rock,australian indie rock,2,0.91811816
jazz,chanson,2,0.981278759
religious,christian uplift,2,0.996059668
rock,mexican rock,2,0.995653727
hip hop,grime,2,0.987171053
rock,french rock,2,0.996987535
hip hop,oldschool deutschrap,2,0.968897978
metal,australian metal,2,0.995948753
hip hop,proto-rap,2,0.864320186
hip hop,amapiano,2,0.980473043
hip hop,italian underground hip hop,2,0.969869278
pop,xhosa,2,0.995196324
pop,vintage taiwan pop,2,0.996687968
pop,psychedelic pop,2,0.925508663
rock,auckland indie,2,0.873094827
reggae,anthem emo,2,0.927717361
hip hop,sertanejo,2,0.979149106
rock,norwegian rock,2,0.949678324
hip hop,sertanejo universitario,2,0.979149106
jazz,breakbeat,2,0.916055809
metal,gothic metal,2,0.940983814
pop,pop urbaine,2,0.965873144
pop,classic greek pop,2,0.975950911
reggae,french dub,2,0.975819468
pop,sertanejo pop,2,0.979149106
jazz,progressive thrash,2,0.996364538
reggae,trinibad,2,0.981086983
jazz,sound art,2,0.837316747
rock,neue deutsche harte,2,0.994119782
reggae,italian reggae,2,0.945840286
pop,samoan pop,2,0.964469291
eletronica,electro dub,2,0.975819468
metal,japanese metalcore,2,0.902707588
jazz,brass band,2,0.984451493
rock,ann arbor indie,2,0.977297505
rock,leicester indie,2,0.874816304
metal,southern metal,2,0.933743262
pop,rebetiko,2,0.975950911
pop,guyanese pop,2,0.789683634
jazz,drift,2,0.837316747
rock,japanese post-hardcore,2,0.902707588
jazz,perreo,2,0.908428858
jazz,indian jazz,2,0.82031414
blues,song poem,2,0.86202786
jazz,italian contemporary jazz,2,0.952992094
blues,memphis americana,2,0.961332798
rock,san marcos tx indie,2,0.901780528
rock,fort wayne indie,2,0.979117993
eletronica,cedm,2,0.937809467
eletronica,electronic trap,2,0.982615539
pop,dunedin sound,2,0.869633996
rock,minneapolis indie,2,0.919536537
hip hop,nyc rap,2,0.90788804
metal,progressive death metal,2,0.994152046
pop,classic nz pop,2,0.725802193
pop,filter house,2,0.859562356
folk,folktronica,2,0.991477273
eletronica,minimal techno,2,0.81309828
jazz,minimal tech house,2,0.81309828
pop,minecraft,2,0.946128974
jazz,rumba,2,0.989254385
pop,modern cello,2,0.909096468
country,austin americana,2,0.839561271
jazz,charanga,2,0.997974716
rock,math rock,2,0.987864741
pop,cajun,2,0.961296398
folk,contemporary folk,2,0.827062591
blues,german blues,2,0.994374523
rock,greek rock,2,0.954551315
rock,greek psychedelic rock,2,0.954551315
jazz,tipico,2,0.9128089
metal,greek metal,2,0.954551315
folk,nl folk,2,0.903838223
rock,hard rock brasileiro,2,0.985548144
pop,latin arena pop,2,0.965806631
pop,video game music,2,0.899142781
pop,louisville underground,2,0.987864741
punk,modern ska punk,2,0.99642096
blues,native american contemporary,2,0.994820384
pop,danish pop rock,2,0.996752971
hip hop,deep southern trap,2,0.974722301
jazz,modern swing,2,0.975946185
jazz,ragtime,2,0.956012702
pop,zydeco,2,0.961296398
jazz,accordion,2,0.988176971
hip hop,lo-fi rap,2,0.985330653
pop,cello,2,0.909096468
jazz,detroit house,2,0.816136023
pop,banda,2,0.94942796
eletronica,canadian electropop,2,0.987227774
rock,mexican rock-and-roll,2,0.941466884
folk,swedish indie folk,2,0.970257274
pop,australian alternative pop,2,0.977235733
rock,rhode island indie,2,0.978500832
pop,cartoon,2,0.955914649
rock,charlottesville indie,2,0.709852004
rock,new orleans indie,2,0.831105601
rock,canadian rockabilly,2,0.843779757
pop,afghan pop,2,0.90992561
pop,hawaiian,2,0.991087109
jazz,danish jazz,2,0.8927361
rock,omaha indie,2,0.989803963
pop,classic cantopop,2,0.986480732
jazz,turkish jazz,2,0.949272499
pop,deep ccm,2,0.67673085
jazz,clean comedy,2,0.944229801
country,modern uplift,2,0.9710098
pop,mariachi,2,0.995049287
pop,channel pop,2,0.857054783
country,classic australian country,2,0.966138371
rock,rock progressif francais,2,0.973047882
jazz,float house,2,0.785605151
blues,kora,2,0.996854142
rock,indie rockism,2,0.858535198
pop,classic city pop,2,0.969769645
blues,griot,2,0.996854142
metal,nu-metalcore,2,0.876228986
pop,j-pop,2,0.850203225
jazz,indian fusion,2,0.948144816
rock,krautrock,2,0.960957724
pop,taiwan pop,2,0.968733194
pop,children's music,2,0.955914649
pop,popgaze,2,0.800596701
rock,british alternative rock,1,0.997607655
pop,stomp and flutter,1,0.818505429
pop,swedish synth,1,0.845655228
pop,indie psych-pop,1,0.995065789
rock,indy indie,1,0.973595851
rock,french shoegaze,1,0.919407474
rock,tulsa indie,1,0.991689751
rock,montreal indie,1,0.740014573
rock,fort worth indie,1,0.998452012
religious,christian metalcore,1,0.996328029
rock,french psychedelic,1,0.919407474
rock,rochester ny indie,1,0.922855585
rock,boston indie,1,0.729752096
rock,west virginia indie,1,0.787741939
rock,swedish garage rock,1,0.930224714
folk,cape breton folk,1,0.996052632
metal,gothenburg metal,1,0.998452012
country,southern americana,1,0.998164015
rock,grupera,1,0.889512715
rock,cosmic post-rock,1,0.977443609
rock,british post-rock,1,0.977443609
rock,classic opm,1,0.886827763
metal,cleveland metal,1,0.997866287
rock,gaian doom,1,0.835753078
pop,canadian latin,1,0.79181836
pop,glitch pop,1,0.951849598
pop,malaysian mandopop,1,0.997807017
hip hop,trap dominicano,1,0.970047483
pop,elephant 6,1,0.994736842
rock,straight edge,1,0.996904025
blues,boogie,1,0.966582887
rock,hardcore,1,0.963882242
metal,japanese heavy metal,1,0.98245614
punk,virginia punk,1,0.998695085
rock,chattanooga indie,1,0.74071025
metal,swedish power metal,1,0.998452012
rock,rock alternativo brasileiro,1,0.997532895
rock,tucson indie,1,0.980263158
rock,denton tx indie,1,0.925365957
rock,visual kei,1,0.762611097
rock,japanese emo,1,0.762611097
rock,rock nacional brasileiro,1,0.997532895
country,novelty,1,0.995844875
metal,portland metal,1,0.996148909
rock,slc indie,1,0.996567506
punk,vancouver punk,1,0.787745351
rock,shanty,1,0.787745351
rock,swedish indie rock,1,0.930224714
rock,icelandic rock,1,0.925881515
rock,cornwall indie,1,0.996842105
punk,norwegian punk rock,1,0.90271611
religious,christian a cappella,1,0.886784347
rock,uplifting trance,1,0.997744361
pop,bassline,1,0.998320268
rock,belgian rock,1,0.984210526
rock,icelandic indie,1,0.925881515
punk,northern irish punk,1,0.997894737
hip hop,anime rap,1,0.662133464
hip hop,trap antillais,1,0.937819162
hip hop,rap antillais,1,0.937819162
hip hop,francoton,1,0.937819162
hip hop,beatboxing,1,0.957978795
pop,eurovision,1,0.816896794
punk,uk pop punk,1,0.965687512
pop,strut,1,0.995951417
rock,swiss indie,1,0.951353524
hip hop,swiss hip hop,1,0.951353524
r&b,uk funky,1,0.997323818
rock,denver indie,1,0.994360902
hip hop,hip hop tuga,1,0.998142415
pop,romanian pop,1,0.998245614
reggae,reggaeton colombiano,1,0.998264893
pop,melbourne bounce,1,0.920848801
pop,melbourne bounce international,1,0.920848801
hip hop,norrlandsk hip hop,1,0.878358575
hip hop,rhode island rap,1,0.973046924
hip hop,norwegian hip hop,1,0.996640537
hip hop,nordnorsk rap,1,0.996640537
hip hop,rap francais,1,0.937819162
hip hop,zouk riddim,1,0.937819162
hip hop,italian hip hop,1,0.941664101
pop,kaneka,1,0.935179422
eletronica,hardcore techno,1,0.884669197
hip hop,london rap,1,0.796922521
hip hop,aussie drill,1,0.796922521
hip hop,hindi hip hop,1,0.692612453
hip hop,desi trap,1,0.692612453
pop,grave wave,1,0.998205742
hip hop,viral trap,1,0.964707214
hip hop,rap montrealais,1,0.551040605
hip hop,hip hop quebecois,1,0.551040605
hip hop,malaysian hip hop,1,0.942673945
pop,chill pop,1,0.819408226
hip hop,latvian hip hop,1,0.985645933
hip hop,uk drill,1,0.983999386
hip hop,milwaukee hip hop,1,0.956969677
hip hop,canadian underground hip hop,1,0.996842105
hip hop,rap nacional antigo,1,0.995488722
r&b,funk ostentacao,1,0.995488722
rock,leipzig indie,1,0.951034131
hip hop,gospel rap,1,0.972982047
eletronica,destroy techno,1,0.998538012
hip hop,banda caliente,1,0.924371052
rock,brisbane indie,1,0.997866287
pop,israeli pop,1,0.938962419
hip hop,manguebeat,1,0.973563393
hip hop,coco,1,0.973563393
rock,brazilian indie,1,0.973563393
hip hop,afrofuturismo brasileiro,1,0.973563393
blues,japanese psychedelic,1,0.98245614
r&b,bedroom soul,1,0.997643362
eletronica,deep pop edm,1,0.954286909
rock,norwegian indie,1,0.940627951
hip hop,san diego rap,1,0.998577525
eletronica,indie electropop,1,0.98651833
hip hop,asian american hip hop,1,0.894907287
pop,vapor pop,1,0.977289492
pop,teen pop,1,0.964375142
pop,pop house,1,0.825121608
rock,york indie,1,0.876127774
jazz,ambient worship,1,0.995065789
hip hop,tagalog rap,1,0.94872038
hip hop,pinoy hip hop,1,0.94872038
rock,oakland indie,1,0.995356037
hip hop,mpb,1,0.973563393
metal,hungarian metal,1,0.998026316
hip hop,rap maroc,1,0.984609272
hip hop,colombian hip hop,1,0.998245614
hip hop,rai,1,0.984609272
pop,moroccan pop,1,0.984609272
pop,aussietronica,1,0.997975708
pop,sudanese pop,1,0.84627415
hip hop,australian underground hip hop,1,0.712725241
pop,danish pop,1,0.998590225
hip hop,chicago house,1,0.960109019
hip hop,deep underground hip hop,1,0.927576734
hip hop,mbalax,1,0.996842105
hip hop,oc rap,1,0.927576734
hip hop,atlantic canada hip hop,1,0.987245467
hip hop,tallava,1,0.954156198
pop,albanian pop,1,0.954156198
hip hop,albanian hip hop,1,0.954156198
pop,cypriot pop,1,0.995951417
hip hop,rap inde,1,0.993927125
hip hop,ghanaian hip hop,1,0.950923231
hip hop,old school rap francais,1,0.993927125
pop,nigerian pop,1,0.950923231
metal,virginia metal,1,0.998695085
pop,environmental,1,0.995215311
eletronica,electroclash,1,0.996963563
pop,balkan brass,1,0.997643362
rock,croatian rock,1,0.997643362
jazz,german boom bap,1,0.997368421
jazz,new isolationism,1,0.783706114
jazz,dark jazz,1,0.783706114
jazz,nouvelle chanson francaise,1,0.964635081
pop,croatian pop,1,0.997643362
rock,rva indie,1,0.979582163
jazz,german jazz,1,0.957229223
jazz,hauntology,1,0.890927381
jazz,bolero mexicano,1,0.994360902
rock,virginia indie,1,0.993927125
jazz,bandoneon,1,0.97835261
rock,israeli indie,1,0.995065789
jazz,classical accordion,1,0.97835261
metal,instrumental progressive metal,1,0.903387797
jazz,jazz accordion,1,0.97835261
rock,christchurch indie,1,0.995732575
jazz,bluegrass fiddle,1,0.950014729
rock,yugoslav rock,1,0.997643362
hip hop,buffalo hip hop,1,0.940344466
jazz,deep free jazz,1,0.977889914
jazz,italian experimental,1,0.977889914
pop,classic arab pop,1,0.996904025
punk,chicano punk,1,0.778306922
r&b,afro-funk,1,0.993421052
jazz,highlife,1,0.993421052
jazz,brazilian boogie,1,0.801546254
jazz,psicodelia brasileira,1,0.801546254
jazz,japanese jazztronica,1,0.905016388
jazz,flamenco guitar,1,0.984210525
pop,grebo,1,0.965522142
pop,indonesian pop,1,0.95566319
rock,indonesian indie,1,0.95566319
hip hop,uk alternative hip hop,1,0.998320269
hip hop,manchester hip hop,1,0.998320269
jazz,belgian modern jazz,1,0.992105263
rock,bristol indie,1,0.888232501
jazz,icelandic jazz,1,0.833032159
jazz,deep jazz fusion,1,0.997949419
folk,early american folk,1,0.950014729
jazz,jazz mexicano,1,0.994360902
pop,classic danish pop,1,0.997678018
jazz,experimental guitar,1,0.960315389
folk,arab folk,1,0.901468975
rock,avant-rock,1,0.805291607
metal,dub metal,1,0.986842105
metal,drone metal,1,0.986842105
rock,rock in opposition,1,0.805291607
jazz,mandible,1,0.960315389
eletronica,indie electronica,1,0.960315389
jazz,glitch,1,0.960315389
eletronica,electroacoustic improvisation,1,0.960315389
rock,dunedin indie,1,0.743535418
jazz,japanese idm,1,0.718078378
jazz,cumbia,1,0.963480711
jazz,j-ambient,1,0.718078378
eletronica,dub techno,1,0.718078378
pop,cancion melodica,1,0.993135011
jazz,abstract,1,0.718078378
metal,technical melodic death metal,1,0.996963563
pop,cantopop,1,0.996710526
jazz,nu-cumbia,1,0.997323818
jazz,neotango,1,0.996148909
pop,russian pop,1,0.993927125
hip hop,russian hip hop,1,0.993927125
jazz,nerdcore,1,0.966480882
jazz,italo house,1,0.997744361
jazz,classical saxophone,1,0.949399969
metal,technical brutal death metal,1,0.986842105
metal,progressive technical death metal,1,0.986842105
pop,australian indigenous,1,0.974179889
jazz,arabic jazz,1,0.977005872
jazz,bass music,1,0.905155279
jazz,experimental jazz,1,0.929588253
jazz,latin soundtrack,1,0.956552203
eletronica,detroit techno,1,0.879480978
jazz,sambass,1,0.749583057
jazz,audiophile vocal,1,0.996052631
eletronica,techno,1,0.879480978
jazz,j-pixie,1,0.937795354
jazz,danish modern jazz,1,0.995356037
eletronica,russian edm,1,0.993927125
reggae,traditional reggae,1,0.937628931
jazz,mallet,1,0.921052632
punk,french punk,1,0.996052631
punk,dark post-punk,1,0.985645932
pop,mod revival,1,0.997894737
rock,chill guitar,1,0.996963563
folk,kentucky mountain folk,1,0.879783344
rock,kent indie,1,0.996491228
folk,folkmusik,1,0.975363942
pop,grunge pop,1,0.996567506
punk,synth punk,1,0.984210526
punk,gothic post-punk,1,0.985645932
rock,nwothm,1,0.993135011
jazz,norwegian contemporary jazz,1,0.998205741
pop,vintage swedish pop,1,0.975363942
pop,visor,1,0.975363942
pop,k-pop reality show,1,0.994152047
rock,classic psychedelic rock,1,0.884611536
pop,classic colombian pop,1,0.997180451
blues,deep delta blues,1,0.997866287
rock,canadian psychedelic,1,0.996904025
rock,dutch rock,1,0.924074116
rock,wyoming indie,1,0.951754386
rock,deathrock,1,0.997493734
metal,german heavy metal,1,0.938854792
pop,modern salsa,1,0.956696884
pop,glitchbreak,1,0.996567506
pop,bachata dominicana,1,0.997837058
rock,slamming deathcore,1,0.860345145
metal,russian metalcore,1,0.860345145
metal,russian metal,1,0.860345145
rock,alabama indie,1,0.830596395
pop,neoclassical darkwave,1,0.937899204
rock,swedish melodic rock,1,0.995844875
blues,blues band,1,0.996640537
pop,collage pop,1,0.994555354
pop,taiwan singer-songwriter,1,0.995732574
pop,classic mandopop,1,0.995732574
metal,swedish doom metal,1,0.997277677
rock,epic doom,1,0.997277677
rock,melodic hard rock,1,0.997532895
pop,zhongguo feng,1,0.941733814
pop,dansktop,1,0.997678018
rock,dutch prog,1,0.924074116
rock,canadian indigenous,1,0.995488722
rock,new hampshire indie,1,0.994555354
pop,american shoegaze,1,0.986842105
jazz,classic soundtrack,1,0.962808253
jazz,french soundtrack,1,0.962808253
reggae,psychill,1,0.880307969
eletronica,nz electronic,1,0.880307969
pop,latin talent show,1,0.996963563
religious,reggaeton cristiano,1,0.996240601
religious,rap cristiano,1,0.996240601
reggae,latin worship,1,0.996240601
jazz,cuban rumba,1,0.998372219
reggae,ragga jungle,1,0.921580514
pop,classic polish pop,1,0.961107605
pop,classic italian pop,1,0.747590723
pop,classic venezuelan pop,1,0.976893509
jazz,classic japanese jazz,1,0.995488722
folk,french folk pop,1,0.997922438
pop,dreamgaze,1,0.971028636
reggae,vintage reggae,1,0.987854251
punk,minneapolis punk,1,0.994152047
rock,western mass indie,1,0.996567505
rock,canberra indie,1,0.838370033
rock,triangle indie,1,0.765816344
rock,lafayette indie,1,0.996148909
pop,american oi,1,0.995215311
reggae,trinidadian reggae,1,0.998205742
religious,reggae cristao,1,0.996328029
rock,argentine indie,1,0.982717989
pop,uk dancehall,1,0.941568088
r&b,wassoulou,1,0.996491228
rock,dutch indie,1,0.996328029
hip hop,rap chileno,1,0.85622636
rock,knoxville indie,1,0.996411483
rock,puerto rican rock,1,0.996411483
pop,british dance band,1,0.994152047
reggae,indonesian reggae,1,0.893994917
hip hop,sacramento hip hop,1,0.998467041
jazz,meditation,1,0.997744361
